country	date	Confirmed	Deaths
Sweden	2021-02-25	652465	12798
Sweden	2021-02-26	657309	12826
Sweden	2021-02-27	657309	12826
Sweden	2021-02-28	657309	12826
Sweden	2021-03-01	657309	12826
Sweden	2021-03-02	669113	12882
Sweden	2021-03-03	675292	12964
Sweden	2021-03-04	680130	12977
Sweden	2021-03-05	684961	13003
Sweden	2021-03-06	684961	13003
Sweden	2021-03-07	684961	13003
Sweden	2021-03-08	684961	13003
Sweden	2021-03-09	695975	13042
Sweden	2021-03-10	701892	13088
Sweden	2021-03-11	707192	13111
Sweden	2021-03-12	712527	13146
Sweden	2021-03-13	712527	13146
Sweden	2021-03-14	712527	13146
Sweden	2021-03-15	712527	13146
Sweden	2021-03-16	725289	13172
Sweden	2021-03-17	732070	13228
Sweden	2021-03-18	738537	13236
Sweden	2021-03-19	744272	13262
Sweden	2021-03-20	744272	13262
Sweden	2021-03-21	744272	13262
Sweden	2021-03-22	744272	13262
Sweden	2021-03-23	758335	13315
Sweden	2021-03-24	765984	13357
Sweden	2021-03-25	773690	13373
Sweden	2021-03-26	780018	13402
Sweden	2021-03-27	780018	13402
Sweden	2021-03-28	780018	13402
Sweden	2021-03-29	780018	13402
Sweden	2021-03-30	796445	13430
Sweden	2021-03-31	804886	13465
Sweden	2021-04-01	813191	13498
Sweden	2021-04-02	813191	13498
Sweden	2021-04-03	813191	13498
Sweden	2021-04-04	813191	13498
Sweden	2021-04-05	813191	13498
Sweden	2021-04-06	834993	13533
Sweden	2021-04-07	841807	13578
Sweden	2021-04-08	849629	13595
Sweden	2021-04-09	857401	13621
Sweden	2021-04-10	857401	13621
Sweden	2021-04-11	857401	13621
Sweden	2021-04-12	857401	13621
Sweden	2021-04-13	876506	13660
Sweden	2021-04-14	885385	13720
Sweden	2021-04-15	892480	13761
Sweden	2021-04-16	900138	13788
Sweden	2021-04-17	900138	13788
Sweden	2021-04-18	900138	13788
Sweden	2021-04-19	900138	13788
Sweden	2021-04-20	916830	13825
Sweden	2021-04-21	924340	13863
Sweden	2021-04-22	932076	13882
Sweden	2021-04-23	938343	13923
Sweden	2021-04-24	938343	13923
Sweden	2021-04-25	938343	13923
Sweden	2021-04-26	938343	13923
Sweden	2021-04-27	953254	13968
Sweden	2021-04-28	960520	14000
Sweden	2021-04-29	967678	14002
Sweden	2021-04-30	973604	14048
Sweden	2021-05-01	973604	14048
Sweden	2021-05-02	973604	14048
Sweden	2021-05-03	973604	14048
Sweden	2021-05-04	988554	14091
Sweden	2021-05-05	995595	14151
Sweden	2021-05-06	1002121	14158
Sweden	2021-05-07	1007792	14173
Sweden	2021-05-08	1007792	14173
Sweden	2021-05-09	1007792	14173
Sweden	2021-05-10	1007792	14173
Sweden	2021-05-11	1021604	14217
Sweden	2021-05-12	1027934	14267
Sweden	2021-05-13	1027934	14267
Sweden	2021-05-14	1037126	14275
Sweden	2021-05-15	1037126	14275
Sweden	2021-05-16	1037126	14275
Sweden	2021-05-17	1037126	14275
Sweden	2021-05-18	1047143	14301
Sweden	2021-05-19	1051762	14349
Sweden	2021-05-20	1055173	14351
Sweden	2021-05-21	1058341	14366
Sweden	2021-05-22	1058341	14366
Sweden	2021-05-23	1058341	14366
Sweden	2021-05-24	1058341	14366
Sweden	2021-05-25	1064375	14396
Sweden	2021-05-26	1067107	14436
Sweden	2021-05-27	1068473	14451
Sweden	2021-05-28	1068473	14451
Sweden	2021-05-29	1068473	14451
Sweden	2021-05-30	1068473	14451
Sweden	2021-05-31	1068473	14451
Sweden	2021-06-01	1068473	14451
Sweden	2021-06-02	1068473	14451
Sweden	2021-06-03	1076993	14512
Sweden	2021-06-04	1078062	14523
Sweden	2021-06-05	1078062	14523
Sweden	2021-06-06	1078062	14523
Sweden	2021-06-07	1078062	14523
Sweden	2021-06-08	1080733	14546
Sweden	2021-06-09	1081898	14562
Sweden	2021-06-10	1082729	14565
Sweden	2021-06-11	1083456	14574
Sweden	2021-06-12	1083456	14574
Sweden	2021-06-13	1083456	14574
Sweden	2021-06-14	1083456	14574
Sweden	2021-06-15	1084636	14574
Sweden	2021-06-16	1084636	14574
Sweden	2021-06-17	1084636	14574
Sweden	2021-06-18	1084636	14574
Sweden	2021-06-19	1084636	14574
Sweden	2021-06-20	1084636	14574
Sweden	2021-06-21	1084636	14574
Sweden	2021-06-22	1088014	14608
Sweden	2021-06-23	1088518	14616
Sweden	2021-06-24	1088896	14619
Sweden	2021-06-25	1088896	14619
Sweden	2021-06-26	1088896	14619
Sweden	2021-06-27	1088896	14619
Sweden	2021-06-28	1088896	14619
Sweden	2021-06-29	1089743	14626
Sweden	2021-06-30	1089990	14629
Sweden	2021-07-01	1090553	14630
Sweden	2021-07-02	1090880	14631
Sweden	2021-07-03	1090880	14631
Sweden	2021-07-04	1090880	14631
Sweden	2021-07-05	1090880	14631
Sweden	2021-07-06	1091730	14633
Sweden	2021-07-07	1092083	14639
Sweden	2021-07-08	1092308	14642
Sweden	2021-07-09	1092540	14643
Sweden	2021-07-10	1092540	14643
Sweden	2021-07-11	1092540	14643
Sweden	2021-07-12	1092540	14643
Sweden	2021-07-13	1093209	14645
Sweden	2021-07-14	1093576	14642
Sweden	2021-07-15	1093923	14643
Sweden	2021-07-16	1094287	14646
Sweden	2021-07-17	1094287	14646
Sweden	2021-07-18	1094287	14646
Sweden	2021-07-19	1094287	14646
Sweden	2021-07-20	1095279	14650
Sweden	2021-07-21	1095758	14651
Sweden	2021-07-22	1096341	14651
Sweden	2021-07-23	1096799	14651
Sweden	2021-07-24	1096799	14651
Sweden	2021-07-25	1096799	14651
Sweden	2021-07-26	1096799	14651
Sweden	2021-07-27	1098154	14655
Sweden	2021-07-28	1098795	14655
Sweden	2021-07-29	1099414	14656
Sweden	2021-07-30	1100040	14655
Sweden	2021-07-31	1100040	14655
Sweden	2021-08-01	1100040	14655
Sweden	2021-08-02	1100040	14655
Sweden	2021-08-03	1101900	14657
Sweden	2021-08-04	1102829	14657
Sweden	2021-08-05	1103693	14657
Sweden	2021-08-06	1104538	14657
Sweden	2021-08-07	1104538	14657
Sweden	2021-08-08	1104538	14657
Sweden	2021-08-09	1104538	14657
Sweden	2021-08-10	1106821	14658
Sweden	2021-08-11	1108057	14658
Sweden	2021-08-12	1109112	14658
Sweden	2021-08-13	1110147	14658
Sweden	2021-08-14	1110147	14658
Sweden	2021-08-15	1110147	14658
Sweden	2021-08-16	1110147	14658
Sweden	2021-08-17	1112958	14659
Sweden	2021-08-18	1114278	14662
Sweden	2021-08-19	1115566	14664
Sweden	2021-08-20	1116584	14668
Sweden	2021-08-21	1116584	14668
Sweden	2021-08-22	1116584	14668
Sweden	2021-08-23	1116584	14668
Sweden	2021-08-24	1119358	14670
Sweden	2021-08-25	1120628	14674
Sweden	2021-08-26	1122139	14682
Sweden	2021-08-27	1123413	14685
Sweden	2021-08-28	1123413	14685
Sweden	2021-08-29	1123413	14685
Sweden	2021-08-30	1123413	14685
Sweden	2021-08-31	1126813	14692
Sweden	2021-09-01	1127917	14692
Sweden	2021-09-02	1129131	14692
Sweden	2021-09-03	1130525	14692
Sweden	2021-09-04	1130525	14692
Sweden	2021-09-05	1130525	14692
Sweden	2021-09-06	1130525	14692
Sweden	2021-09-07	1133449	14699
Sweden	2021-09-08	1135160	14700
Sweden	2021-09-09	1136535	14702
Sweden	2021-09-10	1138017	14703
Sweden	2021-09-11	1138017	14703
Sweden	2021-09-12	1138017	14703
Sweden	2021-09-13	1138017	14703
Sweden	2021-09-14	1141673	14729
Sweden	2021-09-15	1142770	14740
Sweden	2021-09-16	1143973	14753
Sweden	2021-09-17	1144982	14775
Sweden	2021-09-18	1144982	14775
Sweden	2021-09-19	1144982	14775
Sweden	2021-09-20	1144982	14775
Sweden	2021-09-21	1146968	14790
Sweden	2021-09-22	1147879	14809
Sweden	2021-09-23	1148641	14813
Sweden	2021-09-24	1149407	14821
Sweden	2021-09-25	1149407	14821
Sweden	2021-09-26	1149407	14821
Sweden	2021-09-27	1149407	14821
Sweden	2021-09-28	1151173	14850
Sweden	2021-09-29	1152027	14856
Sweden	2021-09-30	1152886	14864
Sweden	2021-10-01	1153655	14868
Sweden	2021-10-02	1153655	14868
Sweden	2021-10-03	1153655	14868
Sweden	2021-10-04	1153655	14868
Sweden	2021-10-05	1155534	14876
Sweden	2021-10-06	1156248	14889
Sweden	2021-10-07	1157083	14904
Sweden	2021-10-08	1157822	14905
Sweden	2021-10-09	1157822	14905
Sweden	2021-10-10	1157822	14905
Sweden	2021-10-11	1157822	14905
Sweden	2021-10-12	1159560	14920
Sweden	2021-10-13	1160465	14922
Sweden	2021-10-14	1161264	14926
Sweden	2021-10-15	1161933	14956
Sweden	2021-10-16	1161933	14956
Sweden	2021-10-17	1161933	14956
Sweden	2021-10-18	1161933	14956
Sweden	2021-10-19	1163595	14963
Sweden	2021-10-20	1164402	14985
Sweden	2021-10-21	1165194	14986
Sweden	2021-10-22	1165996	14993
Sweden	2021-10-23	1165996	14993
Sweden	2021-10-24	1165996	14993
Sweden	2021-10-25	1165996	14993
Sweden	2021-10-26	1168271	15002
Sweden	2021-10-27	1169530	15016
Sweden	2021-10-28	1170422	15018
Sweden	2021-10-29	1171512	15025
Sweden	2021-10-30	1171512	15025
Sweden	2021-10-31	1171512	15025
Sweden	2021-11-01	1171512	15025
Sweden	2021-11-02	1174273	15040
Sweden	2021-11-03	1175425	15043
Sweden	2021-11-04	1176269	15050
Sweden	2021-11-05	1177094	15057
Sweden	2021-11-06	1177094	15057
Sweden	2021-11-07	1177094	15057
Sweden	2021-11-08	1177094	15057
Sweden	2021-11-09	1179192	15065
Sweden	2021-11-10	1180518	15076
Sweden	2021-11-11	1181532	15078
Sweden	2021-11-12	1182471	15082
Sweden	2021-11-13	1182471	15082
Sweden	2021-11-14	1182471	15082
Sweden	2021-11-15	1182471	15082
Sweden	2021-11-16	1185093	15094
Sweden	2021-11-17	1186387	15107
Sweden	2021-11-18	1187607	15109
Sweden	2021-11-19	1188735	15110
Sweden	2021-11-20	1188735	15110
Sweden	2021-11-21	1188735	15110
Sweden	2021-11-22	1188735	15110
Sweden	2021-11-23	1192560	15126
Sweden	2021-11-24	1194636	15142
Sweden	2021-11-25	1196688	15142
Sweden	2021-11-26	1198848	15145
Sweden	2021-11-27	1198848	15145
Sweden	2021-11-28	1198848	15145
Sweden	2021-11-29	1198848	15145
Sweden	2021-11-30	1204859	15151
Sweden	2021-12-01	1207498	15161
Sweden	2021-12-02	1209935	15164
Sweden	2021-12-03	1212145	15170
Sweden	2021-12-04	1212145	15170
Sweden	2021-12-05	1212145	15170
Sweden	2021-12-06	1212145	15170
Sweden	2021-12-07	1219557	15177
Sweden	2021-12-08	1222892	15184
Sweden	2021-12-09	1226055	15185
Sweden	2021-12-10	1229217	15191
Sweden	2021-12-11	1229217	15191
Sweden	2021-12-12	1229217	15191
Sweden	2021-12-13	1229217	15191
Sweden	2021-12-14	1238689	15204
Sweden	2021-12-15	1242733	15221
Sweden	2021-12-16	1246755	15226
Sweden	2021-12-17	1250885	15231
Sweden	2021-12-18	1250885	15231
Sweden	2021-12-19	1250885	15231
Sweden	2021-12-20	1250885	15231
Sweden	2021-12-21	1263566	15242
Sweden	2021-12-22	1268254	15259
Sweden	2021-12-23	1273313	15265
Sweden	2021-12-24	1273313	15265
Sweden	2021-12-25	1273313	15265
Sweden	2021-12-26	1273313	15265
Sweden	2021-12-27	1273313	15265
Sweden	2021-12-28	1294560	15286
Sweden	2021-12-29	1303663	15297
Sweden	2021-12-30	1314784	15310
Sweden	2021-12-31	1314784	15310
Sweden	2022-01-01	1314784	15310
Sweden	2022-01-02	1314784	15310
Sweden	2022-01-03	1314784	15310
Sweden	2022-01-04	1357753	15330
Sweden	2022-01-05	1375267	15369
Sweden	2022-01-06	1375267	15369
Sweden	2022-01-07	1416650	15377
Sweden	2022-01-08	1416650	15377
Sweden	2022-01-09	1416650	15377
Sweden	2022-01-10	1416650	15377
Sweden	2022-01-11	1487291	15431
Sweden	2022-01-12	1509230	15462
Sweden	2022-01-13	1534797	15482
Sweden	2022-01-14	1560363	15513
Sweden	2022-01-15	1560363	15513
Sweden	2022-01-16	1560363	15513
Sweden	2022-01-17	1560363	15513
Sweden	2022-01-18	1657611	15558
Sweden	2022-01-19	1700336	15625
Sweden	2022-01-20	1741710	15631
Sweden	2022-01-21	1784005	15674
Sweden	2022-01-22	1784005	15674
Sweden	2022-01-23	1784005	15674
Sweden	2022-01-24	1784005	15674
Sweden	2022-01-25	1922990	15693
Sweden	2022-01-26	1973485	15768
Sweden	2022-01-27	2015276	15778
Sweden	2022-01-28	2070456	15855
Sweden	2022-01-29	2070456	15855
Sweden	2022-01-30	2070456	15855
Sweden	2022-01-31	2070456	15855
Sweden	2022-02-01	2183910	15961
Sweden	2022-02-02	2223115	16028
Sweden	2022-02-03	2259656	16100
Sweden	2022-02-04	2287785	16180
Sweden	2022-02-05	2287785	16180
Sweden	2022-02-06	2287785	16180
Sweden	2022-02-07	2287785	16180
Sweden	2022-02-08	2354455	16244
Sweden	2022-02-09	2372637	16358
Sweden	2022-02-10	2389605	16395
Sweden	2022-02-11	2397330	16501
Sweden	2022-02-12	2397330	16501
Sweden	2022-02-13	2397330	16501
Sweden	2022-02-14	2397330	16501
Sweden	2022-02-15	2409081	16579
Sweden	2022-02-16	2414463	16716
Sweden	2022-02-17	2418560	16768
Sweden	2022-02-18	2422856	16852
Sweden	2022-02-19	2422856	16852
Sweden	2022-02-20	2422856	16852
Sweden	2022-02-21	2422856	16852
Sweden	2022-02-22	2431365	16933
Sweden	2022-02-23	2434783	17064
Sweden	2022-02-24	2437850	17083
Sweden	2022-02-25	2441142	17142
Sweden	2022-02-26	2441142	17142
Sweden	2022-02-27	2441142	17142
Sweden	2022-02-28	2441142	17142
Sweden	2022-03-01	2448182	17242
Sweden	2022-03-02	2451464	17355
Sweden	2022-03-03	2453936	17425
Sweden	2022-03-04	2455966	17512
Sweden	2022-03-05	2455966	17512
Sweden	2022-03-06	2455966	17512
Sweden	2022-03-07	2455966	17512
Sweden	2022-03-08	2460783	17549
Sweden	2022-03-09	2462952	17693
Sweden	2022-03-10	2465099	17749
Sweden	2022-03-11	2466577	17798
Sweden	2022-03-12	2466577	17798
Sweden	2022-03-13	2466577	17798
Sweden	2022-03-14	2466577	17798
Sweden	2022-03-15	2470254	17874
Sweden	2022-03-16	2472068	17937
Sweden	2022-03-17	2473707	17994
Sweden	2022-03-18	2475687	18053
Sweden	2022-03-19	2475687	18053
Sweden	2022-03-20	2475687	18053
Sweden	2022-03-21	2475687	18053
Sweden	2022-03-22	2475687	18053
Sweden	2022-03-23	2475687	18053
Sweden	2022-03-24	2481736	18189
Sweden	2022-03-25	2481736	18189
Sweden	2022-03-26	2481736	18189
Sweden	2022-03-27	2481736	18189
Sweden	2022-03-28	2481736	18189
Sweden	2022-03-29	2481736	18189
Sweden	2022-03-30	2481736	18189
Sweden	2022-03-31	2487852	18365
Sweden	2022-04-01	2487852	18365
Sweden	2022-04-02	2487852	18365
Sweden	2022-04-03	2487852	18365
Sweden	2022-04-04	2487852	18365
Sweden	2022-04-05	2487852	18365
Sweden	2022-04-06	2487852	18365
Sweden	2022-04-07	2491980	18506
Sweden	2022-04-08	2491980	18506
Sweden	2022-04-09	2491980	18506
Sweden	2022-04-10	2491980	18506
Sweden	2022-04-11	2491980	18506
Sweden	2022-04-12	2491980	18506
Sweden	2022-04-13	2491980	18506
Sweden	2022-04-14	2495996	18605
Sweden	2022-04-15	2495996	18605
Sweden	2022-04-16	2495996	18605
